sampling_date|Location|Rainfall|TSS|Flow|ops_activity
2022-04-04|Outlet_B|14.5|105.7|87|Normal Operation
2022-04-05|Outlet_A|6.8|80.0|138|Normal Operation
2022-04-06|Outlet_A|22.0|119.7|207|Normal Operation
2022-04-07|Outlet_A|12.9|114.7|111|Maintenance
2022-04-08|Outlet_A|7.7|56.1|172|Maintenance
2022-04-09|Outlet_A|7.2|35.6|86|Normal Operation
2022-04-10|Outlet_C|7.0|52.0|81|Normal Operation
2022-04-11|Outlet_C|0.8|48.2|164|Normal Operation
2022-04-12|Outlet_A|3.8|33.7|213|Normal Operation
2022-04-13|Outlet_B|4.7|55.4|185|Normal Operation
2022-04-14|Outlet_A|17.5|106.2|115|Maintenance
2022-04-15|Outlet_C|5.1|58.3|124|Normal Operation
2022-04-16|Outlet_C|11.0|123.7|121|Normal Operation
2022-04-17|Outlet_B|7.2|40.2|132|Normal Operation
2022-04-18|Outlet_C|3.8|61.5|189|Normal Operation
2022-04-19|Outlet_A|10.2|115.0|88|Normal Operation
2022-04-20|Outlet_B|8.2|79.8|166|Construction
2022-04-21|Outlet_A|17.4|130.7|193|Normal Operation
2022-04-22|Outlet_A|6.0|41.7|154|Normal Operation
2022-04-23|Outlet_B|4.8|55.7|209|Normal Operation
2022-04-24|Outlet_A|14.9|221.4|90|Construction
2022-04-25|Outlet_C|7.2|80.4|129|Normal Operation
2022-04-26|Outlet_A|15.8|134.6|201|Normal Operation
2022-04-27|Outlet_B|5.3|77.6|154|Construction
2022-04-28|Outlet_B|9.3|58.8|110|Normal Operation
2022-04-29|Outlet_B|5.0|44.4|171|Normal Operation
2022-04-30|Outlet_A|4.0|55.9|171|Normal Operation
2022-05-01|Outlet_B|0.7|40.1|154|Normal Operation
2022-05-02|Outlet_B|22.5|101.6|171|Normal Operation
2022-05-03|Outlet_A|5.5|37.8|208|Normal Operation
2022-05-04|Outlet_C|12.1|148.3|121|Normal Operation
2022-05-05|Outlet_A|7.3|41.2|189|Normal Operation
2022-05-06|Outlet_B|18.5|133.5|97|Normal Operation
2022-05-07|Outlet_B|1.4|31.0|156|Normal Operation
2022-05-08|Outlet_A|9.7|61.7|212|Normal Operation
2022-05-09|Outlet_C|14.3|189.8|99|Construction
2022-05-10|Outlet_B|8.7|53.9|206|Normal Operation
2022-05-11|Outlet_B|4.4|65.3|154|Normal Operation
2022-05-12|Outlet_B|1.5|47.0|141|Normal Operation
2022-05-13|Outlet_A|4.8|34.6|111|Normal Operation
2022-05-14|Outlet_B|1.0|57.5|107|Normal Operation
2022-05-15|Outlet_C|14.0|114.9|153|Normal Operation
2022-05-16|Outlet_B|11.8|143.1|160|Normal Operation
2022-05-17|Outlet_B|15.1|126.0|101|Normal Operation
2022-05-18|Outlet_C|3.6|70.4|175|Maintenance
2022-05-19|Outlet_B|3.1|50.4|201|Normal Operation
2022-05-20|Outlet_A|12.2|97.1|202|Normal Operation
2022-05-21|Outlet_A|11.9|150.8|131|Normal Operation
2022-05-22|Outlet_A|1.2|50.8|157|Normal Operation
2022-05-23|Outlet_C|4.6|59.5|149|Normal Operation
2022-05-24|Outlet_B|23.3|121.3|216|Normal Operation
2022-05-25|Outlet_A|14.4|131.7|100|Normal Operation
2022-05-26|Outlet_C|6.8|10.0|143|Maintenance
2022-05-27|Outlet_B|2.7|115.6|155|Construction
2022-05-28|Outlet_C|3.5|68.1|140|Normal Operation
2022-05-29|Outlet_A|5.9|49.5|174|Normal Operation
2022-05-30|Outlet_A|2.1|109.8|119|Construction
2022-05-31|Outlet_A|18.9|143.3|83|Normal Operation
2022-06-01|Outlet_C|17.8|116.1|110|Normal Operation
2022-06-02|Outlet_C|2.8|18.6|148|Normal Operation
2022-06-03|Outlet_A|27.5|183.9|149|Normal Operation
2022-06-04|Outlet_C|5.7|56.3|84|Normal Operation
2022-06-05|Outlet_A|8.4|49.0|194|Normal Operation
2022-06-06|Outlet_A|5.6|71.8|170|Normal Operation
2022-06-07|Outlet_B|3.1|39.0|87|Normal Operation
2022-06-08|Outlet_C|6.2|45.4|88|Maintenance
2022-06-09|Outlet_A|1.3|36.7|94|Normal Operation
2022-06-10|Outlet_A|6.2|42.2|184|Normal Operation
2022-06-11|Outlet_C|7.7|21.6|86|Normal Operation
2022-06-12|Outlet_B|9.9|44.2|151|Maintenance
2022-06-13|Outlet_B|1.8|49.2|194|Maintenance
2022-06-14|Outlet_A|2.0|48.0|94|Normal Operation
2022-06-15|Outlet_C|9.6|82.2|162|Normal Operation
2022-06-16|Outlet_B|2.8|77.5|118|Maintenance
2022-06-17|Outlet_C|7.0|38.7|213|Normal Operation
2022-06-18|Outlet_C|19.0|80.5|136|Normal Operation
2022-06-19|Outlet_A|2.6|48.5|171|Normal Operation
2022-06-20|Outlet_B|3.9|55.6|160|Normal Operation
2022-06-21|Outlet_A|16.2|115.3|206|Normal Operation
2022-06-22|Outlet_B|1.2|37.8|154|Normal Operation
2022-06-23|Outlet_B|7.1|73.7|158|Normal Operation
2022-06-24|Outlet_B|10.4|195.1|89|Construction
2022-06-25|Outlet_B|15.6|111.8|186|Maintenance
2022-06-26|Outlet_B|5.8|90.7|166|Construction
2022-06-27|Outlet_C|2.5|118.7|146|Construction
2022-06-28|Outlet_A|10.0|45.0|141|Normal Operation
2022-06-29|Outlet_C|10.2|108.4|210|Normal Operation
2022-06-30|Outlet_B|25.8|241.0|186|Normal Operation
2022-07-01|Outlet_A|6.2|97.7|172|Construction
2022-07-02|Outlet_B|10.3|134.2|165|Normal Operation
2022-07-03|Outlet_A|7.6|95.1|200|Construction
2022-07-04|Outlet_C|2.8|56.2|158|Normal Operation
2022-07-05|Outlet_A|10.1|138.6|89|Maintenance
2022-07-06|Outlet_A|17.1|112.8|108|Normal Operation
2022-07-07|Outlet_A|13.2|135.6|175|Normal Operation
2022-07-08|Outlet_A|4.5|67.4|89|Maintenance
2022-07-09|Outlet_A|6.7|49.6|92|Normal Operation
2022-07-10|Outlet_B|18.7|77.2|126|Maintenance
2022-07-11|Outlet_A|6.3|60.2|129|Normal Operation
2022-07-12|Outlet_A|18.4|87.9|211|Normal Operation
2022-07-13|Outlet_C|7.1|24.4|195|Normal Operation
2022-07-14|Outlet_A|7.5|55.0|192|Normal Operation
2022-07-15|Outlet_C|16.6|158.5|164|Normal Operation
2022-07-16|Outlet_B|28.4|213.7|132|Normal Operation
2022-07-17|Outlet_A|6.9|44.3|209|Normal Operation
2022-07-18|Outlet_C|6.0|52.2|147|Normal Operation
2022-07-19|Outlet_C|4.4|50.8|158|Normal Operation
2022-07-20|Outlet_B|3.8|72.3|136|Normal Operation
2022-07-21|Outlet_A|4.7|37.8|176|Maintenance
2022-07-22|Outlet_A|5.3|43.0|214|Normal Operation
2022-07-23|Outlet_C|15.2|121.3|142|Normal Operation
2022-07-24|Outlet_A|12.1|116.9|144|Normal Operation
2022-07-25|Outlet_C|13.9|145.3|118|Normal Operation
2022-07-26|Outlet_A|13.7|173.5|188|Normal Operation
2022-07-27|Outlet_C|18.5|170.2|105|Construction
2022-07-28|Outlet_A|4.3|72.5|91|Construction
2022-07-29|Outlet_B|9.8|52.8|156|Normal Operation
2022-07-30|Outlet_A|1.6|58.8|165|Normal Operation
2022-07-31|Outlet_A|1.6|47.7|109|Maintenance
2022-08-01|Outlet_B|9.0|71.1|131|Normal Operation
2022-08-02|Outlet_A|7.5|37.8|142|Normal Operation
2022-08-03|Outlet_B|8.5|45.7|199|Normal Operation
2022-08-04|Outlet_A|12.9|118.8|184|Normal Operation
2022-08-05|Outlet_C|21.7|195.2|118|Construction
2022-08-06|Outlet_C|8.4|50.7|120|Normal Operation
2022-08-07|Outlet_A|7.3|30.8|200|Normal Operation
2022-08-08|Outlet_A|4.5|85.1|187|Normal Operation
2022-08-09|Outlet_A|15.3|121.9|144|Maintenance
2022-08-10|Outlet_C|4.9|51.7|197|Maintenance
2022-08-11|Outlet_A|6.7|59.3|158|Normal Operation
2022-08-12|Outlet_C|13.1|110.7|87|Normal Operation
2022-08-13|Outlet_B|8.9|50.9|176|Normal Operation
2022-08-14|Outlet_C|8.5|39.8|97|Maintenance
2022-08-15|Outlet_C|3.9|56.2|175|Maintenance
2022-08-16|Outlet_B|10.7|124.6|112|Normal Operation
2022-08-17|Outlet_C|31.9|271.3|84|Maintenance
2022-08-18|Outlet_A|2.5|34.3|206|Normal Operation
2022-08-19|Outlet_A|3.0|37.6|153|Normal Operation
2022-08-20|Outlet_C|14.5|72.9|205|Normal Operation
2022-08-21|Outlet_A|10.0|39.3|84|Normal Operation
2022-08-22|Outlet_C|20.7|85.8|113|Normal Operation
2022-08-23|Outlet_A|4.4|45.4|103|Normal Operation
2022-08-24|Outlet_A|15.5|133.8|174|Normal Operation
2022-08-25|Outlet_C|10.7|121.1|150|Normal Operation
2022-08-26|Outlet_A|3.6|50.7|171|Normal Operation
2022-08-27|Outlet_C|4.9|68.9|204|Normal Operation
2022-08-28|Outlet_A|8.4|88.9|101|Normal Operation
2022-08-29|Outlet_A|3.9|67.1|94|Normal Operation
2022-08-30|Outlet_B|17.9|87.9|180|Normal Operation
2022-08-31|Outlet_B|14.0|162.8|94|Construction
2022-09-01|Outlet_C|5.6|63.0|132|Maintenance
2022-09-02|Outlet_B|7.3|62.5|181|Construction
2022-09-03|Outlet_C|16.0|136.2|192|Normal Operation
2022-09-04|Outlet_B|7.9|46.4|111|Normal Operation
2022-09-05|Outlet_A|28.8|230.9|100|Normal Operation
2022-09-06|Outlet_C|12.2|155.2|162|Normal Operation
2022-09-07|Outlet_C|4.1|38.8|93|Normal Operation
2022-09-08|Outlet_A|3.2|43.8|94|Normal Operation
2022-09-09|Outlet_C|17.2|145.0|113|Maintenance
2022-09-10|Outlet_C|5.8|38.0|162|Normal Operation
2022-09-11|Outlet_B|9.3|132.7|88|Construction
2022-09-12|Outlet_C|8.4|89.4|156|Construction
2022-09-13|Outlet_A|2.2|52.6|88|Normal Operation
2022-09-14|Outlet_B|2.1|55.9|115|Maintenance
2022-09-15|Outlet_B|19.1|108.7|196|Normal Operation
2022-09-16|Outlet_A|6.4|40.6|82|Maintenance
2022-09-17|Outlet_A|6.2|43.6|98|Normal Operation
2022-09-18|Outlet_B|30.6|197.2|102|Maintenance
2022-09-19|Outlet_C|16.3|147.7|183|Normal Operation
2022-09-20|Outlet_B|23.5|138.4|214|Construction
2022-09-21|Outlet_A|19.6|132.3|184|Normal Operation
2022-09-22|Outlet_B|14.7|103.2|125|Normal Operation
2022-09-23|Outlet_A|22.9|92.2|94|Maintenance
2022-09-24|Outlet_B|4.3|53.8|130|Maintenance
2022-09-25|Outlet_C|3.9|34.8|189|Normal Operation
2022-09-26|Outlet_B|2.1|24.7|87|Normal Operation
2022-09-27|Outlet_B|1.4|49.9|148|Normal Operation
2022-09-28|Outlet_A|9.1|100.1|142|Construction
2022-09-29|Outlet_A|1.9|46.2|147|Maintenance
2022-09-30|Outlet_A|2.9|35.5|85|Maintenance
2022-10-01|Outlet_B|7.0|68.1|198|Normal Operation
2022-10-02|Outlet_C|0.3|40.1|136|Normal Operation
2022-10-03|Outlet_A|7.8|43.5|110|Normal Operation
2022-10-04|Outlet_A|8.4|55.7|85|Maintenance
2022-10-05|Outlet_B|29.3|158.2|146|Normal Operation
2022-10-06|Outlet_A|9.8|61.2|210|Construction
2022-10-07|Outlet_C|9.1|55.7|153|Normal Operation
2022-10-08|Outlet_C|22.8|105.7|193|Normal Operation
2022-10-09|Outlet_A|6.9|36.5|176|Normal Operation
2022-10-10|Outlet_A|9.6|59.1|159|Normal Operation
2022-10-11|Outlet_B|16.4|121.1|202|Normal Operation
2022-10-12|Outlet_C|4.4|45.9|217|Normal Operation
2022-10-13|Outlet_C|16.5|109.8|112|Normal Operation
2022-10-14|Outlet_A|2.3|54.6|219|Maintenance
2022-10-15|Outlet_B|13.5|135.4|123|Normal Operation
2022-10-16|Outlet_C|13.5|96.0|92|Normal Operation
2022-10-17|Outlet_C|6.0|51.7|136|Normal Operation
2022-10-18|Outlet_B|7.2|62.8|175|Normal Operation
2022-10-19|Outlet_B|24.4|105.6|188|Maintenance
2022-10-20|Outlet_C|7.7|33.0|199|Normal Operation
2022-10-21|Outlet_C|12.3|152.5|179|Maintenance
2022-10-22|Outlet_B|8.7|65.0|190|Normal Operation
2022-10-23|Outlet_C|4.7|63.4|130|Normal Operation
2022-10-24|Outlet_A|5.0|55.5|100|Normal Operation
2022-10-25|Outlet_A|11.1|94.8|139|Normal Operation
2022-10-26|Outlet_B|21.2|116.9|100|Normal Operation
2022-10-27|Outlet_B|2.4|63.0|186|Maintenance
2022-10-28|Outlet_B|23.2|155.6|205|Normal Operation
2022-10-29|Outlet_A|13.2|121.2|213|Normal Operation
2022-10-30|Outlet_C|6.9|55.5|152|Normal Operation
2022-10-31|Outlet_A|10.7|110.8|155|Normal Operation
2022-11-01|Outlet_C|13.0|121.0|157|Normal Operation
2022-11-02|Outlet_A|3.1|48.9|213|Normal Operation
2022-11-03|Outlet_C|7.4|37.1|144|Normal Operation
2022-11-04|Outlet_A|8.4|42.5|165|Normal Operation
2022-11-05|Outlet_B|1.6|34.9|113|Normal Operation
2022-11-06|Outlet_A|15.0|166.5|135|Construction
2022-11-07|Outlet_C|4.9|46.3|154|Normal Operation
2022-11-08|Outlet_A|5.2|82.2|82|Normal Operation
2022-11-09|Outlet_A|7.8|134.0|85|Construction
2022-11-10|Outlet_A|11.6|147.7|85|Normal Operation
2022-11-11|Outlet_B|11.0|140.8|81|Normal Operation
2022-11-12|Outlet_A|8.6|44.5|169|Normal Operation
2022-11-13|Outlet_B|10.7|91.9|135|Normal Operation
2022-11-14|Outlet_B|4.5|47.2|175|Normal Operation
2022-11-15|Outlet_A|9.4|118.7|89|Construction
2022-11-16|Outlet_A|12.4|136.6|166|Maintenance
2022-11-17|Outlet_A|5.1|50.0|149|Maintenance
2022-11-18|Outlet_C|8.5|45.6|192|Maintenance
2022-11-19|Outlet_A|12.6|130.9|109|Normal Operation
2022-11-20|Outlet_B|7.8|29.1|207|Normal Operation
2022-11-21|Outlet_A|2.6|101.3|157|Construction
2022-11-22|Outlet_C|20.9|173.1|134|Construction
2022-11-23|Outlet_A|18.5|116.9|128|Normal Operation
2022-11-24|Outlet_C|8.3|89.0|113|Construction
2022-11-25|Outlet_C|23.0|156.8|184|Normal Operation
2022-11-26|Outlet_A|13.0|128.8|101|Normal Operation
2022-11-27|Outlet_B|7.1|43.9|110|Normal Operation
2022-11-28|Outlet_C|4.6|57.3|214|Normal Operation
2022-11-29|Outlet_A|3.1|43.2|184|Normal Operation
2022-11-30|Outlet_A|7.4|72.9|95|Normal Operation
2022-12-01|Outlet_B|3.9|55.5|99|Normal Operation
2022-12-02|Outlet_C|4.2|36.2|122|Normal Operation
2022-12-03|Outlet_C|10.7|150.7|126|Normal Operation
2022-12-04|Outlet_A|2.3|95.9|193|Construction
2022-12-05|Outlet_A|1.7|53.0|98|Normal Operation
2022-12-06|Outlet_B|9.0|57.2|127|Normal Operation
2022-12-07|Outlet_B|12.7|99.1|218|Normal Operation
2022-12-08|Outlet_C|11.2|74.8|124|Normal Operation
2022-12-09|Outlet_C|1.7|47.7|166|Maintenance
2022-12-10|Outlet_A|4.5|57.8|94|Normal Operation
2022-12-11|Outlet_C|5.0|48.1|189|Maintenance
2022-12-12|Outlet_B|1.9|62.0|175|Normal Operation
2022-12-13|Outlet_B|8.5|44.1|181|Normal Operation
2022-12-14|Outlet_A|9.8|45.1|165|Normal Operation
2022-12-15|Outlet_B|7.2|62.5|160|Normal Operation
2022-12-16|Outlet_B|1.8|53.3|130|Normal Operation
2022-12-17|Outlet_B|28.8|196.6|191|Normal Operation
2022-12-18|Outlet_B|4.1|65.5|94|Normal Operation
2022-12-19|Outlet_A|16.2|134.2|144|Normal Operation
2022-12-20|Outlet_A|21.2|145.2|167|Construction
2022-12-21|Outlet_C|6.0|10.0|155|Normal Operation
2022-12-22|Outlet_B|11.3|108.8|89|Normal Operation
2022-12-23|Outlet_C|2.4|69.6|121|Normal Operation
2022-12-24|Outlet_A|6.2|18.9|174|Normal Operation
2022-12-25|Outlet_A|11.5|132.0|90|Normal Operation
2022-12-26|Outlet_A|8.4|92.7|197|Construction
2022-12-27|Outlet_A|13.8|100.5|204|Construction
2022-12-28|Outlet_A|5.6|42.3|157|Normal Operation
2022-12-29|Outlet_A|16.2|133.1|169|Normal Operation
2022-12-30|Outlet_A|3.6|80.6|87|Normal Operation
2022-12-31|Outlet_B|11.4|111.0|215|Normal Operation
2023-01-01|Outlet_C|5.2|36.1|190|Normal Operation
2023-01-02|Outlet_A|1.5|35.6|137|Normal Operation
2023-01-03|Outlet_B|13.6|144.4|165|Normal Operation
2023-01-04|Outlet_B|4.4|54.2|134|Normal Operation
2023-01-05|Outlet_C|3.3|77.9|201|Normal Operation
2023-01-06|Outlet_A|18.9|140.9|187|Normal Operation
2023-01-07|Outlet_C|14.8|128.1|127|Normal Operation
2023-01-08|Outlet_A|3.2|45.0|211|Normal Operation
2023-01-09|Outlet_B|2.7|151.8|215|Construction
2023-01-10|Outlet_B|5.7|59.4|208|Normal Operation
2023-01-11|Outlet_B|2.9|40.0|126|Maintenance
2023-01-12|Outlet_B|21.8|92.1|84|Normal Operation
2023-01-13|Outlet_C|1.4|36.8|103|Normal Operation
2023-01-14|Outlet_A|26.2|178.4|97|Normal Operation
2023-01-15|Outlet_A|11.1|154.7|163|Normal Operation
2023-01-16|Outlet_C|12.6|241.5|84|Construction
2023-01-17|Outlet_A|9.0|25.5|109|Normal Operation
2023-01-18|Outlet_B|1.7|50.8|80|Normal Operation
2023-01-19|Outlet_A|14.6|128.8|165|Normal Operation
2023-01-20|Outlet_B|8.6|93.0|161|Construction
2023-01-21|Outlet_C|3.6|47.4|148|Normal Operation
2023-01-22|Outlet_A|17.4|113.4|110|Construction
2023-01-23|Outlet_C|16.6|128.9|170|Construction
2023-01-24|Outlet_A|17.5|105.9|172|Normal Operation
2023-01-25|Outlet_B|15.8|150.8|206|Maintenance
2023-01-26|Outlet_C|5.3|143.1|95|Construction
2023-01-27|Outlet_A|12.3|130.3|133|Normal Operation
2023-01-28|Outlet_B|17.2|164.7|219|Normal Operation
2023-01-29|Outlet_C|16.0|90.6|99|Normal Operation
2023-01-30|Outlet_C|0.5|45.1|161|Normal Operation
2023-01-31|Outlet_A|7.9|50.9|188|Normal Operation
2023-02-01|Outlet_A|4.5|54.3|192|Normal Operation
2023-02-02|Outlet_A|21.6|82.4|96|Normal Operation
2023-02-03|Outlet_B|8.0|50.3|205|Normal Operation
2023-02-04|Outlet_A|11.6|141.5|82|Normal Operation
2023-02-05|Outlet_C|9.6|96.4|96|Construction
2023-02-06|Outlet_C|20.1|105.9|129|Maintenance
2023-02-07|Outlet_A|26.5|210.5|201|Normal Operation
2023-02-08|Outlet_A|8.6|60.0|169|Normal Operation
2023-02-09|Outlet_C|10.0|49.1|166|Normal Operation
2023-02-10|Outlet_B|20.9|154.6|85|Construction
2023-02-11|Outlet_A|3.0|52.8|134|Normal Operation
2023-02-12|Outlet_A|3.4|26.1|181|Normal Operation
2023-02-13|Outlet_C|4.8|98.9|108|Construction
2023-02-14|Outlet_A|14.4|147.3|190|Construction
2023-02-15|Outlet_B|8.8|24.9|89|Maintenance
2023-02-16|Outlet_C|4.8|22.6|170|Maintenance
2023-02-17|Outlet_A|19.3|128.9|108|Normal Operation
2023-02-18|Outlet_C|1.9|50.2|124|Normal Operation
2023-02-19|Outlet_A|4.6|31.1|130|Normal Operation
2023-02-20|Outlet_A|7.4|57.4|180|Normal Operation
2023-02-21|Outlet_A|26.4|210.0|207|Maintenance
2023-02-22|Outlet_B|4.8|57.6|90|Normal Operation
2023-02-23|Outlet_B|12.3|97.1|161|Normal Operation
2023-02-24|Outlet_C|7.4|101.0|207|Construction
2023-02-25|Outlet_A|2.8|63.5|85|Normal Operation
2023-02-26|Outlet_A|12.2|195.3|146|Construction
2023-02-27|Outlet_B|6.6|113.8|141|Construction
2023-02-28|Outlet_A|5.4|46.1|212|Normal Operation
2023-03-01|Outlet_B|2.4|25.8|216|Normal Operation
2023-03-02|Outlet_A|8.8|63.7|107|Normal Operation
2023-03-03|Outlet_C|22.4|134.9|117|Normal Operation
2023-03-04|Outlet_A|5.0|36.9|122|Normal Operation
2023-03-05|Outlet_A|3.0|64.4|196|Normal Operation
2023-03-06|Outlet_B|1.6|96.8|125|Construction
2023-03-07|Outlet_A|1.4|52.0|128|Normal Operation
2023-03-08|Outlet_A|7.5|72.6|118|Maintenance
2023-03-09|Outlet_B|8.9|42.2|150|Normal Operation
2023-03-10|Outlet_C|11.2|124.0|206|Normal Operation
2023-03-11|Outlet_C|7.8|77.2|80|Construction
2023-03-12|Outlet_B|9.6|40.0|215|Normal Operation
2023-03-13|Outlet_B|22.2|94.4|148|Normal Operation
2023-03-14|Outlet_B|19.3|125.9|109|Normal Operation
2023-03-15|Outlet_B|18.6|136.4|194|Maintenance
2023-03-16|Outlet_B|16.7|129.6|87|Normal Operation
2023-03-17|Outlet_C|13.3|100.9|192|Normal Operation
2023-03-18|Outlet_C|1.8|45.1|98|Normal Operation
2023-03-19|Outlet_B|7.0|128.6|138|Construction
2023-03-20|Outlet_A|10.3|133.4|158|Construction
2023-03-21|Outlet_B|3.9|20.2|115|Normal Operation
2023-03-22|Outlet_A|24.8|162.7|134|Maintenance
2023-03-23|Outlet_B|6.4|44.2|123|Normal Operation
2023-03-24|Outlet_B|1.6|30.9|156|Normal Operation
2023-03-25|Outlet_C|6.1|43.4|157|Normal Operation
2023-03-26|Outlet_A|11.4|118.9|180|Normal Operation
2023-03-27|Outlet_A|3.9|31.3|109|Normal Operation
2023-03-28|Outlet_C|7.5|52.1|118|Normal Operation
2023-03-29|Outlet_C|1.7|53.4|92|Normal Operation
2023-03-30|Outlet_C|5.8|54.6|201|Maintenance
2023-03-31|Outlet_C|8.4|50.0|191|Normal Operation
2023-04-01|Outlet_A|7.8|39.6|124|Normal Operation
2023-04-02|Outlet_A|14.7|145.0|198|Construction
2023-04-03|Outlet_B|3.5|43.4|114|Normal Operation
2023-04-04|Outlet_B|10.9|76.8|86|Normal Operation
2023-04-05|Outlet_C|12.6|107.5|189|Maintenance
2023-04-06|Outlet_C|4.6|63.3|193|Normal Operation
2023-04-07|Outlet_C|3.9|73.8|130|Normal Operation
2023-04-08|Outlet_B|24.9|149.6|125|Normal Operation
2023-04-09|Outlet_B|6.5|150.7|99|Construction
2023-04-10|Outlet_B|11.3|129.3|175|Normal Operation
2023-04-11|Outlet_B|11.6|197.5|117|Construction
2023-04-12|Outlet_B|2.2|80.8|183|Normal Operation
2023-04-13|Outlet_B|9.7|24.0|111|Normal Operation
2023-04-14|Outlet_B|9.4|53.3|137|Maintenance
2023-04-15|Outlet_C|25.0|110.0|161|Normal Operation
2023-04-16|Outlet_C|9.4|43.6|129|Normal Operation
2023-04-17|Outlet_C|14.3|152.0|131|Normal Operation
2023-04-18|Outlet_C|14.7|142.8|165|Maintenance
2023-04-19|Outlet_B|6.7|39.0|194|Normal Operation
2023-04-20|Outlet_A|31.2|225.4|132|Normal Operation
2023-04-21|Outlet_B|4.4|68.1|145|Normal Operation
2023-04-22|Outlet_A|1.7|99.0|196|Construction
2023-04-23|Outlet_C|5.6|59.4|122|Normal Operation
2023-04-24|Outlet_B|1.3|45.8|161|Normal Operation
2023-04-25|Outlet_C|4.6|56.8|143|Normal Operation
2023-04-26|Outlet_B|8.4|31.9|216|Normal Operation
2023-04-27|Outlet_C|10.1|100.1|192|Normal Operation
2023-04-28|Outlet_A|6.1|48.5|214|Normal Operation
2023-04-29|Outlet_A|4.6|30.9|133|Normal Operation
2023-04-30|Outlet_A|5.5|37.5|144|Maintenance
2023-05-01|Outlet_B|12.4|96.7|81|Maintenance
2023-05-02|Outlet_A|3.3|51.9|211|Normal Operation
2023-05-03|Outlet_B|4.6|132.9|157|Construction
2023-05-04|Outlet_A|10.6|108.0|111|Normal Operation
2023-05-05|Outlet_A|9.0|97.1|179|Construction
2023-05-06|Outlet_B|1.6|39.9|209|Normal Operation
2023-05-07|Outlet_B|17.1|128.9|183|Normal Operation
2023-05-08|Outlet_A|5.7|138.8|168|Construction
2023-05-09|Outlet_B|2.9|93.5|128|Construction
2023-05-10|Outlet_A|2.3|65.9|215|Normal Operation
2023-05-11|Outlet_B|17.3|141.9|166|Normal Operation
2023-05-12|Outlet_C|0.7|62.1|87|Normal Operation
2023-05-13|Outlet_C|11.3|145.0|180|Normal Operation
2023-05-14|Outlet_C|15.1|131.4|95|Normal Operation
2023-05-15|Outlet_C|6.1|53.7|119|Normal Operation
2023-05-16|Outlet_C|23.4|139.8|185|Construction
2023-05-17|Outlet_A|3.4|85.1|106|Normal Operation
2023-05-18|Outlet_C|12.3|107.4|183|Normal Operation
2023-05-19|Outlet_C|9.1|59.7|184|Normal Operation
2023-05-20|Outlet_C|25.4|203.1|114|Normal Operation
2023-05-21|Outlet_C|6.6|31.5|192|Normal Operation
2023-05-22|Outlet_B|11.4|72.1|131|Normal Operation
2023-05-23|Outlet_A|9.0|61.2|132|Maintenance
2023-05-24|Outlet_C|1.9|133.6|170|Construction
2023-05-25|Outlet_C|7.4|39.0|160|Normal Operation
2023-05-26|Outlet_C|5.1|25.1|183|Normal Operation
2023-05-27|Outlet_A|9.1|45.1|145|Normal Operation
2023-05-28|Outlet_B|11.5|177.8|192|Construction
2023-05-29|Outlet_A|20.3|82.2|110|Maintenance
2023-05-30|Outlet_B|0.5|59.2|140|Normal Operation
2023-05-31|Outlet_C|8.3|49.2|180|Normal Operation
2023-06-01|Outlet_C|2.5|37.6|184|Maintenance
2023-06-02|Outlet_A|12.4|137.5|177|Normal Operation
2023-06-03|Outlet_A|32.4|256.3|113|Normal Operation
2023-06-04|Outlet_B|6.3|112.9|138|Construction
2023-06-05|Outlet_B|4.2|52.1|82|Maintenance
2023-06-06|Outlet_A|5.6|57.8|96|Normal Operation
2023-06-07|Outlet_B|2.5|56.4|157|Normal Operation
2023-06-08|Outlet_A|0.2|50.6|125|Normal Operation
2023-06-09|Outlet_B|10.1|164.7|114|Normal Operation
2023-06-10|Outlet_A|8.0|58.7|208|Normal Operation
2023-06-11|Outlet_A|4.3|43.2|191|Normal Operation
2023-06-12|Outlet_A|3.1|43.3|211|Maintenance
2023-06-13|Outlet_B|15.0|201.8|140|Construction
2023-06-14|Outlet_B|19.2|119.4|176|Normal Operation
2023-06-15|Outlet_B|9.2|40.7|169|Normal Operation
2023-06-16|Outlet_A|0.8|43.6|215|Normal Operation
2023-06-17|Outlet_B|7.2|65.9|138|Normal Operation
2023-06-18|Outlet_B|10.7|123.1|97|Normal Operation
2023-06-19|Outlet_A|6.6|68.0|174|Normal Operation
2023-06-20|Outlet_C|7.2|92.7|95|Construction
2023-06-21|Outlet_A|4.6|32.3|89|Normal Operation
2023-06-22|Outlet_B|6.7|78.8|183|Construction
2023-06-23|Outlet_A|16.0|154.3|155|Construction
2023-06-24|Outlet_C|9.6|31.7|95|Normal Operation
2023-06-25|Outlet_A|5.2|56.3|91|Normal Operation
2023-06-26|Outlet_B|6.6|92.4|154|Construction
2023-06-27|Outlet_C|20.4|105.7|208|Construction
2023-06-28|Outlet_B|3.1|51.8|106|Normal Operation
2023-06-29|Outlet_C|4.6|37.4|91|Normal Operation
2023-06-30|Outlet_C|7.2|32.5|109|Normal Operation
2023-07-01|Outlet_A|4.9|125.6|88|Construction
2023-07-02|Outlet_A|19.7|61.5|132|Normal Operation
2023-07-03|Outlet_B|16.3|124.1|133|Normal Operation
2023-07-04|Outlet_A|7.1|88.3|128|Maintenance
2023-07-05|Outlet_A|30.7|195.0|83|Normal Operation
2023-07-06|Outlet_C|10.2|131.5|158|Normal Operation
